Trade_ID,Ticker,Action,Date,Shares,Amount,Value,Rule,Notes,Realized_PL,Stop_Loss,Trx_ID,Total_Cost,Avg_Entry,Avg_Exit
202505-011,BIRK,BUY,2025-05-16 09:30,327.0,58.07,18988.89,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-011,BIRK,SELL,2025-05-16 16:00,327.0,56.9,18606.3,History,Imported Sell,-382.59000000000054,0.0,nan,0.0,0.0,0.0
202505-012,BROS,BUY,2025-05-16 09:30,393.0,72.86,28633.98,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-012,BROS,SELL,2025-05-19 16:00,393.0,73.15,28747.95,History,Imported Sell,113.97000000000246,0.0,nan,0.0,0.0,0.0
202505-013,APP,BUY,2025-05-19 09:30,54.0,372.64,20122.56,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-013,APP,SELL,2025-05-20 16:00,54.0,368.51,19899.54,History,Imported Sell,-223.01999999999975,0.0,nan,0.0,0.0,0.0
202505-014,DUOL,BUY,2025-05-20 09:30,15.0,526.61,7899.150000000001,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-014,DUOL,SELL,2025-05-20 16:00,15.0,521.4,7821.0,History,Imported Sell,-78.15000000000055,0.0,nan,0.0,0.0,0.0
202505-015,META,BUY,2025-05-21 09:30,63.0,644.81,40623.03,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-015,META,SELL,2025-05-21 16:00,63.0,633.29,39897.27,History,Imported Sell,-725.7599999999989,0.0,nan,0.0,0.0,0.0
202505-016,TOST,BUY,2025-05-22 09:30,699.0,42.82,29931.18,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-016,TOST,SELL,2025-05-23 16:00,699.0,42.56,29749.44,History,Imported Sell,-181.73999999999864,0.0,nan,0.0,0.0,0.0
202505-017,IBIT,BUY,2025-05-22 09:30,150.0,62.5,9375.0,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-017,IBIT,SELL,2025-05-23 16:00,150.0,61.63,9244.5,History,Imported Sell,-130.4999999999996,0.0,nan,0.0,0.0,0.0
202505-018,SE,BUY,2025-05-23 09:30,125.0,165.03,20628.75,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-018,SE,SELL,2025-05-29 16:00,125.0,160.78,20097.5,History,Imported Sell,-531.25,0.0,nan,0.0,0.0,0.0
202505-019,OKLO,BUY,2025-05-27 09:30,768.0,52.72,40488.96,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-019,OKLO,SELL,2025-05-29 16:00,768.0,52.27,40143.36,History,Imported Sell,-345.5999999999967,0.0,nan,0.0,0.0,0.0
202505-020,AS,BUY,2025-05-27 09:30,525.0,38.29,20102.25,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-020,AS,SELL,2025-05-29 16:00,525.0,36.73,19283.25,History,Imported Sell,-819.0000000000011,0.0,nan,0.0,0.0,0.0
202505-021,LTBR,BUY,2025-05-28 09:30,500.0,17.32,8660.0,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-021,LTBR,SELL,2025-05-28 16:00,500.0,16.8,8400.0,History,Imported Sell,-259.9999999999998,0.0,nan,0.0,0.0,0.0
202505-022,DUOL,BUY,2025-05-30 09:30,81.0,504.35,40852.35,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202505-022,DUOL,SELL,2025-06-09 16:00,81.0,499.14,40430.34,History,Imported Sell,-422.01000000000295,0.0,nan,0.0,0.0,0.0
202506-002,NBIS,BUY,2025-06-05 09:30,466.0,48.15,22437.9,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202506-002,NBIS,SELL,2025-06-20 16:00,466.0,48.09,22409.94,History,Imported Sell,-27.95999999999775,0.0,nan,0.0,0.0,0.0
202506-001,ETOR,BUY,2025-06-05 09:30,348.0,69.5,24186.0,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202506-001,ETOR,SELL,2025-06-05 16:00,348.0,63.38,22056.24,History,Imported Sell,-2129.7599999999993,0.0,nan,0.0,0.0,0.0
202506-003,VIK,BUY,2025-06-06 09:30,452.0,48.59,21962.68,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
202506-003,VIK,SELL,2025-06-09 16:00,452.0,48.54,21940.08,History,Imported Sell,-22.600000000001927,0.0,nan,0.0,0.0,0.0
202506-004,ETOR,BUY,2025-06-09 09:30,126.0,69.33,8735.58,History,Imported Buy,0.0,0.0,nan,0.0,0.0,0.0
